mean_off,acc_lenet,acc_retinet
-2.0,0.8075061440467834,0.8176090717315674
-1.8,0.8126152157783508,0.826098620891571
-1.6,0.8189151883125305,0.8358942866325378
-1.4,0.8250614404678345,0.8434234857559204
-1.2,0.8326290845870972,0.8510294556617737
-1.0,0.8386601209640503,0.8583282232284546
-0.8,0.8467655181884766,0.8648201823234558
-0.6,0.8550629615783691,0.8694683313369751
-0.4,0.8619007468223572,0.8741548657417297
-0.2,0.8665104508399963,0.8773816823959351
0.0,0.8682006597518921,0.879571259021759
0.2,0.8625921607017517,0.8760755658149719
0.4,0.8272510766983032,0.8704286813735962
0.6,0.6418638229370117,0.8626689910888672
0.8,0.3064689636230469,0.8451136946678162
1.0,0.08113091439008713,0.8190304040908813
1.2,0.013099262490868568,0.7740088701248169
1.4,0.005339581985026598,0.7009065747261047
1.6,0.005531653296202421,0.5876229405403137
1.8,0.005646896082907915,0.44326213002204895
2.0,0.0056084818206727505,0.2994007170200348
