mean_off,acc_lenet,acc_lenet_aug,acc_bnlenet,acc_bnlenet_aug,acc_inlenet,acc_retinet,acc_retinet_aug
-12.0,0.40868932008743286,0.8522971868515015,0.2400122880935669,0.8014751076698303,0.8782652020454407,0.3054317831993103,0.8821066617965698
-10.8,0.4335049092769623,0.8521819114685059,0.2653272747993469,0.8016287684440613,0.8782652020454407,0.3217194080352783,0.8822603225708008
-9.6,0.4663875102996826,0.8520282506942749,0.30005377531051636,0.8015519380569458,0.8782652020454407,0.34576675295829773,0.8822218775749207
-8.4,0.5079901814460754,0.8519898653030396,0.3413490951061249,0.8017439842224121,0.8782652020454407,0.3816072642803192,0.8822603225708008
-7.2,0.563614010810852,0.852220356464386,0.3940918743610382,0.8018592596054077,0.8782652020454407,0.43427321314811707,0.8822603225708008
-6.0,0.6291487216949463,0.8521819114685059,0.4634680449962616,0.8019360899925232,0.8782652020454407,0.5038414001464844,0.8824907541275024
-4.8,0.6959127187728882,0.8521435260772705,0.5426398515701294,0.8019360899925232,0.8782652020454407,0.5978026986122131,0.8830285668373108
-3.6,0.753803014755249,0.8523355722427368,0.6364090442657471,0.8019744753837585,0.8782652020454407,0.7055931091308594,0.8832206726074219
-2.4,0.7972879409790039,0.8521050810813904,0.7366702556610107,0.8018976449966431,0.8782652020454407,0.8042793273925781,0.88291335105896
-1.2,0.8326290845870972,0.852066695690155,0.8236017227172852,0.8018592596054077,0.8782652020454407,0.8675476312637329,0.8830285668373108
0.0,0.8682006597518921,0.8519130349159241,0.8887138962745667,0.8020897507667542,0.8782652020454407,0.888598620891571,0.8833358883857727
1.2,0.013099262490868568,0.851874589920044,0.801436722278595,0.8024354577064514,0.8782652020454407,0.8159573078155518,0.8824907541275024
2.4,0.006261524278670549,0.8516825437545776,0.5485556125640869,0.8023586273193359,0.8782652020454407,0.6930316686630249,0.8817993402481079
3.6,0.006415181327611208,0.8517593741416931,0.3540642261505127,0.8022434115409851,0.8782652020454407,0.5650737285614014,0.8821066617965698
4.8,0.008335893973708153,0.8517977595329285,0.25614628195762634,0.8023970723152161,0.8782652020454407,0.47176551818847656,0.8819145560264587
6.0,0.008835279382765293,0.851874589920044,0.20148278772830963,0.8025122880935669,0.8782652020454407,0.41245388984680176,0.8820298314094543
7.2,0.010679163970053196,0.8515673279762268,0.167639821767807,0.802550733089447,0.8782652020454407,0.37688228487968445,0.8816840648651123
8.4,0.012292562983930111,0.8514520525932312,0.1437845677137375,0.8025891184806824,0.8782652020454407,0.35517823696136475,0.8814151883125305
9.6,0.014251690357923508,0.8514520525932312,0.12738168239593506,0.8024354577064514,0.8782652020454407,0.34334665536880493,0.881338357925415
10.8,0.01621081680059433,0.8516057133674622,0.11604947596788406,0.8025122880935669,0.8782652020454407,0.3355485498905182,0.8815304040908813
12.0,0.01832360215485096,0.8513752222061157,0.10836662352085114,0.8024739027023315,0.8783036470413208,0.33020898699760437,0.881492018699646
