mean_off,acc_lenet,acc_retinet
-2.0,0.8075061440467834,0.7277581095695496
-1.8,0.8126152157783508,0.7527658343315125
-1.6,0.8189151883125305,0.7766978740692139
-1.4,0.8250614404678345,0.7976336479187012
-1.2,0.8326290845870972,0.81645667552948
-1.0,0.8386601209640503,0.8321296572685242
-0.8,0.8467655181884766,0.8458435535430908
-0.6,0.8550629615783691,0.855677604675293
-0.4,0.8619007468223572,0.860748291015625
-0.2,0.8665104508399963,0.8652427792549133
0.0,0.8682006597518921,0.86708664894104
0.2,0.8625921607017517,0.862169623374939
0.4,0.8272510766983032,0.8427703976631165
0.6,0.6418638229370117,0.7948294281959534
0.8,0.3064689636230469,0.6940688490867615
1.0,0.08113091439008713,0.5341118574142456
1.2,0.013099262490868568,0.36178550124168396
1.4,0.005339581985026598,0.22372464835643768
1.6,0.005531653296202421,0.1307237148284912
1.8,0.005646896082907915,0.07579132914543152
2.0,0.0056084818206727505,0.04225568473339081
