var_resc,acc_lenet,acc_retinet
0.1,0.7233020663261414,0.7503073215484619
0.3,0.8448063731193542,0.838890552520752
0.5,0.8609787821769714,0.8655501008033752
0.7,0.8662799596786499,0.8742316961288452
0.9,0.868162214756012,0.8781883716583252
1.1,0.868354320526123,0.87895667552948
1.3,0.867393970489502,0.877189576625824
1.5,0.8647817969322205,0.8761523962020874
1.7,0.8623616695404053,0.8724262118339539
1.9,0.858212947845459,0.869429886341095
2.1,0.8529502153396606,0.8643976449966431
2.3,0.846650242805481,0.8585586547851562
2.5,0.8391210436820984,0.8524892330169678
2.7,0.8320528268814087,0.843192994594574
2.9,0.82513827085495,0.8357406258583069
3.1,0.8161877393722534,0.8258297443389893
3.3,0.8062768578529358,0.816303014755249
3.5,0.7968654036521912,0.8053549528121948
3.7,0.7867240309715271,0.7935617566108704
3.9,0.776390552520752,0.7815380692481995
