var_resc,acc_lenet,acc_retinet
0.1,0.7233020663261414,0.5453672409057617
0.3,0.8448063731193542,0.7572218775749207
0.5,0.8609787821769714,0.8314381837844849
0.7,0.8662799596786499,0.8552934527397156
0.9,0.868162214756012,0.8648970127105713
1.1,0.868354320526123,0.8673171401023865
1.3,0.867393970489502,0.8676244616508484
1.5,0.8647817969322205,0.8629763126373291
1.7,0.8623616695404053,0.8571757674217224
1.9,0.858212947845459,0.8505685329437256
2.1,0.8529502153396606,0.8395051956176758
2.3,0.846650242805481,0.8282498121261597
2.5,0.8391210436820984,0.8140749931335449
2.7,0.8320528268814087,0.7985171675682068
2.9,0.82513827085495,0.782575249671936
3.1,0.8161877393722534,0.7645589709281921
3.3,0.8062768578529358,0.7452366352081299
3.5,0.7968654036521912,0.725799024105072
3.7,0.7867240309715271,0.7057083249092102
3.9,0.776390552520752,0.6846188902854919
