var_resc,acc_lenet,acc_retinet
0.1,0.8369999527931213,0.8295999765396118
0.3,0.8593999743461609,0.8499000072479248
0.5,0.8722999691963196,0.8628000020980835
0.7,0.8806999921798706,0.8718000054359436
0.9,0.8854999542236328,0.8756999969482422
1.1,0.8833999633789062,0.8786999583244324
1.3,0.8725999593734741,0.8781999945640564
1.5,0.8531999588012695,0.8741999864578247
1.7,0.8237999677658081,0.870199978351593
1.9,0.7838000059127808,0.8608999848365784
2.1,0.7365999817848206,0.8495999574661255
2.3,0.6836999654769897,0.8376999497413635
2.5,0.6326000094413757,0.823199987411499
2.7,0.590399980545044,0.8065999746322632
2.9,0.5511999726295471,0.7886999845504761
3.1,0.5170999765396118,0.7721999883651733
3.3,0.4892999827861786,0.7534999847412109
3.5,0.4666000008583069,0.7306999564170837
3.7,0.44290000200271606,0.7063999772071838
3.9,0.42249998450279236,0.6811000108718872
