var_resc,acc_lenet,acc_retinet
0.1,0.8369999527931213,0.8366999626159668
0.3,0.8593999743461609,0.8628999590873718
0.5,0.8722999691963196,0.8758999705314636
0.7,0.8806999921798706,0.8804999589920044
0.9,0.8854999542236328,0.8806999921798706
1.1,0.8833999633789062,0.880899965763092
1.3,0.8725999593734741,0.8807999491691589
1.5,0.8531999588012695,0.8774999976158142
1.7,0.8237999677658081,0.8746999502182007
1.9,0.7838000059127808,0.8715999722480774
2.1,0.7365999817848206,0.8689000010490417
2.3,0.6836999654769897,0.8639999628067017
2.5,0.6326000094413757,0.8590999841690063
2.7,0.590399980545044,0.8543999791145325
2.9,0.5511999726295471,0.8490999937057495
3.1,0.5170999765396118,0.8416000008583069
3.3,0.4892999827861786,0.8364999890327454
3.5,0.4666000008583069,0.8300999999046326
3.7,0.44290000200271606,0.8210999965667725
3.9,0.42249998450279236,0.8121999502182007
