mean_off,acc_lenet,acc_retinet
-2.0,0.1687999963760376,0.3718000054359436
-1.8,0.17839999496936798,0.3962000012397766
-1.6,0.19349999725818634,0.4269999861717224
-1.4,0.21679998934268951,0.4558999836444855
-1.2,0.25040000677108765,0.4958999752998352
-1.0,0.29999998211860657,0.5396999716758728
-0.8,0.35189998149871826,0.5837999582290649
-0.6,0.41679999232292175,0.6261999607086182
-0.4,0.5174999833106995,0.6943999528884888
-0.2,0.6521999835968018,0.8154999613761902
0.0,0.8862999677658081,0.8845999836921692
0.2,0.82669997215271,0.8779000043869019
0.4,0.661799967288971,0.8520999550819397
0.6,0.4781000018119812,0.819599986076355
0.8,0.28779998421669006,0.7804999947547913
1.0,0.11509999632835388,0.7247999906539917
1.2,0.09999999403953552,0.6610999703407288
1.4,0.09999999403953552,0.586899995803833
1.6,0.09999999403953552,0.5117999911308289
1.8,0.09999999403953552,0.44749999046325684
2.0,0.09999999403953552,0.38760000467300415
