mean_off,acc_lenet,acc_retinet
-2.0,0.1687999963760376,0.251800000667572
-1.8,0.17839999496936798,0.2874000072479248
-1.6,0.19349999725818634,0.32519999146461487
-1.4,0.21679998934268951,0.3667999804019928
-1.2,0.25040000677108765,0.42069998383522034
-1.0,0.29999998211860657,0.47450000047683716
-0.8,0.35189998149871826,0.5432999730110168
-0.6,0.41679999232292175,0.6168000102043152
-0.4,0.5174999833106995,0.6882999539375305
-0.2,0.6521999835968018,0.8306999802589417
0.0,0.8862999677658081,0.877299964427948
0.2,0.82669997215271,0.8633999824523926
0.4,0.661799967288971,0.8151999711990356
0.6,0.4781000018119812,0.7382999658584595
0.8,0.28779998421669006,0.6405999660491943
1.0,0.11509999632835388,0.511900007724762
1.2,0.09999999403953552,0.39239999651908875
1.4,0.09999999403953552,0.29600000381469727
1.6,0.09999999403953552,0.23649999499320984
1.8,0.09999999403953552,0.19739998877048492
2.0,0.09999999403953552,0.17090000212192535
