var_resc,acc_lenet,acc_retinet
0.1,0.8369999527931213,0.8258000016212463
0.3,0.8593999743461609,0.858299970626831
0.5,0.8722999691963196,0.8727999925613403
0.7,0.8806999921798706,0.8805999755859375
0.9,0.8854999542236328,0.8845999836921692
1.1,0.8833999633789062,0.8824999928474426
1.3,0.8725999593734741,0.8810999989509583
1.5,0.8531999588012695,0.8775999546051025
1.7,0.8237999677658081,0.8734999895095825
1.9,0.7838000059127808,0.8664000034332275
2.1,0.7365999817848206,0.8567000031471252
2.3,0.6836999654769897,0.847000002861023
2.5,0.6326000094413757,0.8341000080108643
2.7,0.590399980545044,0.8229999542236328
2.9,0.5511999726295471,0.807699978351593
3.1,0.5170999765396118,0.7877999544143677
3.3,0.4892999827861786,0.767300009727478
3.5,0.4666000008583069,0.7410999536514282
3.7,0.44290000200271606,0.7121999859809875
3.9,0.42249998450279236,0.6829000115394592
