var_resc,acc_lenet,acc_retinet
0.1,0.9149999618530273,0.975600004196167
0.3,0.9763000011444092,0.9824999570846558
0.5,0.9866999983787537,0.9842999577522278
0.7,0.9896999597549438,0.9853999614715576
0.9,0.9910999536514282,0.9857999682426453
1.1,0.9900999665260315,0.986299991607666
1.3,0.9871999621391296,0.9864999651908875
1.5,0.9790999889373779,0.9865999817848206
1.7,0.9661999940872192,0.9855999946594238
1.9,0.9426999688148499,0.9847999811172485
2.1,0.9080999493598938,0.983199954032898
2.3,0.8604999780654907,0.9811999797821045
2.5,0.8064000010490417,0.9794999957084656
2.7,0.7511999607086182,0.9759999513626099
2.9,0.7019000053405762,0.972000002861023
3.1,0.6536999940872192,0.9655999541282654
3.3,0.606499969959259,0.9577999711036682
3.5,0.564300000667572,0.9467999935150146
3.7,0.521399974822998,0.9341999888420105
3.9,0.48539999127388,0.9215999841690063
