mean_off,acc_lenet,acc_retinet
-2.0,0.11969999969005585,0.18039999902248383
-1.8,0.12709999084472656,0.1972000002861023
-1.6,0.1331000030040741,0.21930000185966492
-1.4,0.13779999315738678,0.24469999969005585
-1.2,0.14339999854564667,0.26639997959136963
-1.0,0.15060000121593475,0.287200003862381
-0.8,0.1589999943971634,0.3375999927520752
-0.6,0.17029999196529388,0.4578999876976013
-0.4,0.20479999482631683,0.6647999882698059
-0.2,0.4822999835014343,0.9478999972343445
0.0,0.9908999800682068,0.9884999990463257
0.2,0.8586999773979187,0.9759999513626099
0.4,0.45749998092651367,0.9146999716758728
0.6,0.22869999706745148,0.8172000050544739
0.8,0.15029999613761902,0.7321999669075012
1.0,0.11889999359846115,0.6717999577522278
1.2,0.10369999706745148,0.621999979019165
1.4,0.10179999470710754,0.5824999809265137
1.6,0.1022999957203865,0.5458999872207642
1.8,0.10279999673366547,0.5115000009536743
2.0,0.10279999673366547,0.48240000009536743
