var_resc,acc_lenet,acc_retinet
0.1,0.9149999618530273,0.9648999571800232
0.3,0.9763000011444092,0.9774999618530273
0.5,0.9866999983787537,0.9833999872207642
0.7,0.9896999597549438,0.9850999712944031
0.9,0.9910999536514282,0.9860999584197998
1.1,0.9900999665260315,0.986299991607666
1.3,0.9871999621391296,0.9853000044822693
1.5,0.9790999889373779,0.9827999472618103
1.7,0.9661999940872192,0.9789999723434448
1.9,0.9426999688148499,0.9735999703407288
2.1,0.9080999493598938,0.9641000032424927
2.3,0.8604999780654907,0.9521999955177307
2.5,0.8064000010490417,0.9347999691963196
2.7,0.7511999607086182,0.911300003528595
2.9,0.7019000053405762,0.8840999603271484
3.1,0.6536999940872192,0.847000002861023
3.3,0.606499969959259,0.802899956703186
3.5,0.564300000667572,0.7475000023841858
3.7,0.521399974822998,0.6916999816894531
3.9,0.48539999127388,0.637499988079071
