var_resc,acc_lenet,acc_retinet
0.1,0.9149999618530273,0.9475999474525452
0.3,0.9763000011444092,0.9783999919891357
0.5,0.9866999983787537,0.9847999811172485
0.7,0.9896999597549438,0.9874999523162842
0.9,0.9910999536514282,0.9886999726295471
1.1,0.9900999665260315,0.9876999855041504
1.3,0.9871999621391296,0.9871999621391296
1.5,0.9790999889373779,0.9860999584197998
1.7,0.9661999940872192,0.9842000007629395
1.9,0.9426999688148499,0.9821999669075012
2.1,0.9080999493598938,0.9789999723434448
2.3,0.8604999780654907,0.9751999974250793
2.5,0.8064000010490417,0.9710999727249146
2.7,0.7511999607086182,0.9639999866485596
2.9,0.7019000053405762,0.9556999802589417
3.1,0.6536999940872192,0.9484999775886536
3.3,0.606499969959259,0.9383999705314636
3.5,0.564300000667572,0.9253999590873718
3.7,0.521399974822998,0.9090999960899353
3.9,0.48539999127388,0.8950999975204468
