mean_off,acc_lenet,acc_retinet
-2.0,0.11969999969005585,0.0973999947309494
-1.8,0.12709999084472656,0.0973999947309494
-1.6,0.1331000030040741,0.0973999947309494
-1.4,0.13779999315738678,0.0973999947309494
-1.2,0.14339999854564667,0.09839999675750732
-1.0,0.15060000121593475,0.1136000007390976
-0.8,0.1589999943971634,0.14890000224113464
-0.6,0.17029999196529388,0.21809999644756317
-0.4,0.20479999482631683,0.37610000371932983
-0.2,0.4822999835014343,0.7447999715805054
0.0,0.9908999800682068,0.9861999750137329
0.2,0.8586999773979187,0.9456999897956848
0.4,0.45749998092651367,0.7817999720573425
0.6,0.22869999706745148,0.5672999620437622
0.8,0.15029999613761902,0.44509997963905334
1.0,0.11889999359846115,0.3714999854564667
1.2,0.10369999706745148,0.32909998297691345
1.4,0.10179999470710754,0.29420000314712524
1.6,0.1022999957203865,0.26969999074935913
1.8,0.10279999673366547,0.24619999527931213
2.0,0.10279999673366547,0.22190000116825104
